text,status
คนผอมเค้ายังออกกำลังกาย นี่อ้วนเป็นหมีควายทำไมยังไม่ออกละ,0
คนโง่ กับ คนตอแหล มันตามกันไม่ทันหรอกนะ,0
พ่อมึงสร้างห้องเรียนหรออยากนั้งตรงไหนเรื่องกู ที่เพื่อนจะนั้งเห็นเรียกร้องจังเลยมึงมาเเย่งที่กูนั้งยังไม่สาเเหลงเลย ไม่อยากมีเรื่องกับคนเปรต,1
เปิดเพลงหาพ่อองมึงตอนนี้หรอไอสัส คนเค้าจะนอนพักผ่อนกันไอสันดาน,1
การที่หมาโดนฆ่านี่โคตรเจ็บใจ อยากแช่งคนทำให้แม่งเด๊ดห่าไปให้หมด,1
เจ้าดอกไม้ตอนนี้เทอไปอยู่ไหนน อยากเป็นดอกไม้ดอกนั้นจังค่ะ ดอกที่ปู่จั๊บนั่นหน่ะค่ะ เขิลลเลยย,0
ทิ้งนางฟ้ามาคว้ากะหรี่ได้ลง,1
พอๆ กับคติที่ว่าเป็นคนตรงๆ แต่จริงใจอ่ะ ตรงอะไร แบบนั้นเรียกสถุล,1
ที่อาจยังมีหน้าที่เป็นสามี เป็นพ่อของลูก เป็นลูกของของพ่อแม่ ได้แต่ขอให้เค้าปลอดภัย จากสวะที่ฆ่าคนเป็นผักปลา ไม่รู้ผิดชอบชั่วดีด้วยเถิด,1
แต่งตัวไม่เคยเกรงใจแบล็คการ์ดเลย แฟชั่นนิสต้าหรือคนบ้าใต้พานลอยคะนี่ URL,1
มาอีกละ ขนาดด่าไปในเฟซยังไม่รู้ตัว หน้าด้านจริงๆคนเรา อีควย,1
สันดานเหี้ยไงก็เลี้ยงไม่เชื่อง,1
เมื่อไรจะเปลี่ยนรัฐบาลสักทีอ่ะ ประชาชนจะอดตายแล้วจ้าอีเวร,1
อีดอก ลุกไปเรียนได้แล้วค่า,0
โกงแบบนี้ ชาตินี้ชาติหน้าหรือชาติไหนๆ ขอสาปแช่งเลยให้ไม่เจริญ กรรมใดที่ก่อกับกูขอให้คืนอื่นมาโกงมึงต่อให้เหมือนที่ทำกับกู,1
สัส ผู้ชายสันดานหมา ไม่อ่ะ หมายังสันดานดีกว่ามึงเลย ดอกทอง,1
ไม่จัญไรจริง แม่งคิดแบบนี้ไม่ได้นะ ไอ้เหี้ย หัวอุ่นเลย,1
เทอมหน้าลงวิชาโรคซึมเศร้าแม่ง ก่อนเอาไปใช้กับนักเรียนก็เอามาใช้กับตัวเองก่อนนี่แหละ อีดอก ประสาทจะแดก,0
เกิดเป็นไพร่ก็ต้องทำหน้าที่ไพร่ กางเล็บนวดๆ เจ็บ โว้ย คนจะตากผ้า วอแวจังฟะอีแมวนี่นิ URL,0
ใครจะเลือกคนเหี่ยๆวะบ้าปะ,1
อะไรหล่อหลอมให้แม่งเป็นคนแบบนี้วะ พวกระยำจิต สกปรก ต่ำ หยาบช้า เหี้ย ป่าน,1
เทอ เมนชั่นของแต่ละคนที่เอามาเล่าคือแบบ สังคมเราไม่น่าอยู่แล้วอ่ะ ขนาดพี่น้องร่วมสายเลือดยังทำ นี่ไม่ใช่มนุษย์แล้ว ไม่ต่างอะไรจากสัตว์เลย,0
เวลาเขาจัดเทศกาลที่มีสัตว์เลี้ยงขายอ่ะ กูเป็นโรคอย่างนึงคือ กูสงสารมัน เอร่ออ น้ำตาจิไหล บ้าพ้น,0
สมองกูไม่มีหรอกกูโง่เองแหละกูผิดกูไม่น่าเกิดมาเลยแม่จะได้ไม่ลำบากเสียตังเลี้ยงควาย,1
เกลียดแม่ค้าที่ทำหน้าทำตาเวลานี่สั่งของแล้วทำหน้าเหมือนมาขอแดกอ่ะ ก็พูดดีๆด้วยนะ แต่หน้าไม่ต้องเหมือนส้นตีนขนาดนั้นก็ได้ มาซื้อไม่ได้มาขอแดก,1
ทำตัวส่อ ต่ำ คิดว่าเท่แล้สล่ะสิ่,1
งานเยอะจังวะ อีเปรต สั่งโปรเจคตินสอบมิดเทอมคือเหี้ยสุดมนุดสาด,0
แอปส้นตีน พนง ตอบเมลบางคนก็ส้นตีน อ่านภาษาไทยไม่แตกฉาน จ้างกูไหมล่ะ ภาษาทางการตอบเมลกูมั่นใจ เลย,1
รับสังคมปัจจุบันไม่ได้อะ ฮื่อ ไม่ได้ดัดจริต แต่แบบเฮ้ย คนเรามันเป็นได้ขนาดนี้เลยหรอ,0
อะไรของมืงอิห่านี่ เป็นสต ไร นี่ก็บอกด้วยความหวังดี คือไรวะ แขวะเพื่อ ไม่ชอบละจะทักมาอีกไมอะ ไปไกลๆดิ หยั่มมาเสือก,1
บางครั้งก็อยากเป็นผู้ชาย เหมือนตอนนี้ที่อยากลากสภาพชุดนอนของตัวเองไปอ่างแก้ว แต่จะอุบาทว์เกินไป จะเปลี่ยนชุดก็ขี้เกียจ,0
อย่าเหี้ยกับกูเลยนะ เดี๋ยวกูเหี้ยกลับ มึงจะเจอมรสุมยิ่งกว่าพายุ สัส,0
จ่ะ เอาที่สบายใจเลยเนอะ ให้ไปอัดตายกันอยู่ในคอนเลยอิเวน เปลี่ยนสถานที่ง่ายกว่ามั้ยถ้ามีสมอง โง่แล้วยังสันดานเสีย,1
นี่ก็อยากไปทำบุญกับที่บ้านเพื่อนกัน เพื่อเสนียดมันจะออกไปให้พ้นๆ,0
มันเป็นประเด็นการเลื่อนสถานะของชนชั้นล่างอ่ะ มันจะเป็นภาพดีก็ต่อเมื่อมึงยอมรับความไพร่ของตัวเอง แต่มันเสือกมีคนได้เลื่อนแต่ดันภาพบวกนี่สิ,1
ตูพยายามจะเลี่ยงสินค้าฝรั่งเศสนะ เพราะมันไม่ค่อยคุ้มกับเงินท่ี่จ่าย เสื้อผ้ายังพอมีของถูก แต่พวกอุตสาหกรรมนี่แม่งกากฉิบหาย,1
แต่ไม่ปฏิเสธว่ายังเป็นคนประสาทแดกเหมือนเดิม,1
ทำไมบางคนถึงสนุกกับการทำตัวหยาบคายหรือพ่นคำหยาบคายในพื้นที่ของคนอื่นอ่ะ รู้เปล่าว่าความถ่อยมันไม่ได้เท่เลย มันต่ำเว้ย,0
มาเหวี่ยงใส่เราอีกว่าไม่ยอมไปด้วยกัน เด็กบ้าเอาแต่ใจชิบ ',0
อยากกินปูผัดผงกะหรี่,0
ถึงเธอจะล็อคแอคเราก็จะสาปแช่งเธอ อิดอก ปล่อยกะเวลามากมั้ยมึง,1
แล้วมอนี้เป็นส้นตีนอะไรทำไมชอบทำเหี้ยไรวันศุกร์ไม่คิดว่าคนเค้าจะกลับบ้านไง ควย,1
ไม่อยากลดตัวลงไปใช้ผู้ชายร่วมกับผู้หญิงชั้นต่ำ,1
หน้าอย่างกับปลวก ทำตัวเป็นไอดอลเกาหลี,1
ผู้ชายเกาะผู้หญิงกิน แมงดา,0
ไม่เคยคิดว่าจะน้องตัวเองจะโง่ขนาดนี้ โง่จนกุอยากกลั้นใจตายแทนมันให้รู้แล้วรู้รอด โง่กว่าวัวกว่าควายอีก,1
จะเปิดไมค์ด่าก็ขี้เกียจ สัส ดาวลดเลย อิเหี้ยๆ,0
ต้นแบบผู้ใหญ่เลวๆที่ใช้อำนาจในทางที่ไม่ชอบ,1
สัสควายเหี้ย ยอมความจัญไร,1
ผู้หญิงหาผัวรวย เลือกสิ่งที่ดีให้กับตัวเอง ผู้ชายหาเมียรวย แมงดา,1
จะลาออกไปขายหอยขายปูที่ไหนก็ได้ไป๊,0
ช่วงนี้เนต DTAC กากเดนมาก ปกติไม่ค่อยบ่นเรื่องเนตนะ ชินกับความอุบาทว์ขอบมันมาแต่ไหนแต่ไร แต่ครั้งนี้แม่งเกินไปอ่ะ รูปในทวิตยังไม่ขึ้น อิปอบ,1
ถ้าน้ำท่วมอีกจะบอกคนชั่วหนักแผ่นดินไม่ได้แล้วนะ รึคนชั่วยังมีอีก,1
นี่เงินเดือนหรือตังทอนไอสัด,0
ไม่อยากจะเข้าไปส่องให้เป็นเสนียด เเก่ทวิต,1
ไม่ชอบคนเหยียดส้นตีนไรทั้งนั้น เพศ รสนิยม ความชอบ แม้กระทั่งเหยียดขามาที่เก้าอี้กูเนี่ย,0
ฟรีไซส์สมัยนี้ก็ตัวเท่าเห็บหมา อก แล้วบอกฟรีไซส์ แถวบ้านเรียกไซส์M L,0
ขโมยของคนอื่นเค้าหน้าด้านๆ ยังมีหน้ามาด่าเค้า คุณมีสิทอะไรขนาดนั้นอ่ะ เป็นตุ้ดไม่จำเป็นต้องเหวี่ยงวีนนะคะ,1
เปิดขวดน้ำมันไม่ได้กูโมโหจนตัวสั่น สวะเอ้ย,0
อีเด็กข้างบ้านนี่ก็แหกปากดีจัง กูหมดอารมณ์อ่านฟิคหมด อีเด็กเปรต,1
แค่คิดว่าวันนี้เกมนี้เล่นไม่ค่อยดี กูก็จะกลายเป็นเกรียนคีย์บอร์ดไปโดยปริยาย อีห่า หาว่าเอาใจยาก แพ้ก็ด่า ชนะก็ยังโดนด่า,0
โมโหทำไม''ลุงตูบ'' ถ้าไม่สนใจว่าจะมีใครจะเกลียดมึง แล้วโมโหทำไม พวกตอแหล ปากกับใจไม่ตรงกันหรือเปล่า URL,1
'อยู่กรุงเทพแล้วดัดจริตขึ้นนะมึงเนี้ย' โอ๊ย กูขำ,0
หนี้ส่วนไหนของแม่กูก็ไม่ใช่ เสือกมาเกาะแม่กูอีก ทำงานถึงแค่เที่ยงจะเอา งง ประสาท แมงดา,1
เรียกจิกฉัน สนิทกับฉันมากสินะ อย่ามาทำสันดานแบบนี้นะ ไม่มีมารยาท ต่ำ — รู้สึก ไม่พอใจ ที่ URL,1
สังคมดัดจริตชีวิตเลยต้องตอแหล งี้ก็ได้อ่อ,1
คุณเป็นใครถึงมาด่าเราแบบนี้ ทุเรศ,1
อะไรวะ รับน้องอะไรต้องรุนแรงขนาดนี้ด้วย บ้าไปแล้ว,0
คนที่เกลียดหมาแมว ลองทำใจแค่วันเดียว หยิบยื่นให้เขาบ้าง URL,0
สื่อไทยมาแล้วโว้ย มาพร้อมจัญไรบรรณที่มี,1
วัฒนธรรมส้นตีนแตกจริงๆ โคตรน่าเบื่อ,1
กูจะแรดออกรสให้ดู รู้จักกูน้อยไปป่าวอะ,0
เด็กนักเรียน ม เคยกล่าว ไม่มีความเลวร้ายใด ที่จะยิ่งไปกว่าการที่บริหารโง่ แล้วยังจะขยันโง่,0
แหม จะเป็นเฟรนด์กับผู้ชายทุกคนในมหาลัยเลยมั้ยล่ะ อีร่าน,1
ด่ากูกะหรี่ นี่ไม่ดูตัวเองเลยว่าร่านขนาดไหน,1
แต่เอาเถอะ สันดานคนมันปิดไม่ได้หรอก เหล้าขาวจะมาทำตัวเป็นน้ำใส สุดท้าย กลิ่นก็ฉุนอยู่ดีแหละ,1
สัส จะอ้วกแต่อ้วกไม่ออกพะอืดพะอมอยู่นั่นะรำคาญไอ้เหี้ยจะอ้วกก็อ้วกสักทีสิวะกู ปวดหัววนอ้วกโว้ย,0
เป็นประเทศที่ปชชด่ายังไงก็ไม่ละอายใจ หน้าด้านขั้นสุด แล้วยังอยากให้เยาวชนเติบโตเป็นคนดี หอย,1
โพสเรื่องมะลึ่งก็ว่า สันดาน โพสเรื่องชาวบ้านก็ว่า ชอบแฉ โพสเรื่องเศร้าใจก็ว่า ขี้แย โพสเรื่องรักแท้ก็ว่า ตอแหล,0
เครื่องสักการบูชาของคนชั่วร้ายเป็นสิ่งน่าเกลียดน่าชัง เมื่อเขานำมาด้วยความตั้งใจชั่วจะยิ่งกว่านั้นสักเท่าใด URL,0
เห็นดราม่าเลื่อนผ่าน ไม่ตามเสือกหัวร้อนเหมือนเมื่อก่อน โคตรสบายใจ,0
ไม่ว่าจะคุยกับใครหรือคบกับใคร รู้สึกเหมือนเป็นฝ่ายรอตลอด ทำไมอะ ใจคอจะให้รอทุกคนที่ผ่านเข้ามาเลยหรอ ไม่ให้เค้ารอเราบ้างหรอ เวร,0
แรดแล้วแรงกูจะไม่ว่า นี่แรดแล้วต่ำกว่าเห็บหมากูสมเพศ,1
ทวิตเน่าหรือเน็ตกูกาก,0
น่าสมเพช ทำไปเพื่ออะไร รู้สึกดีใจเพราะจะได้ชนะด้วยวิธีนี้หรอ ถามจริง รู้สึกดีจริงๆหรอวะ ทุเรศ,1
ผีเปรตน่ากลัวชิบหาย พึ่งเคยเห็นแบบใกล้ๆ,0
ประสาทจะแดก เมื่อไหร่มันจะหย่าๆกันไปซะที ไม่อยากร่วมครอบครัวกะแม่ง พี่นี่ก็โว้ะ เลือกเมียเหมือนเอาตีนเขี่ยไปเจอ,1
ทั้งบ้านมีอย่างเดียวที่คุยกันได้คือเรื่องการเมือง นอกนั้นนะ เถียงกันให้ตายไปข้าง ทัศนคติการใช้ชีวิตนี่พังมาก น่าพาไปตรวจประสาทซักหน่อย,0
สุดท้ายความร่านของกูก็ทำกูตื่นจากความง่วง,0
อย่าไปโชว์ความโง่ของตัวเองให้คนอื่นดูเลย,0
กูผู้ลืมวิธีการลงสีน้ำ อีหอย นอนค่ะจบ ไม่วงไม่วาดมันละ,0
สักวัน แมงดาจะรู้ว่าที่มึงเคยนอน กูซื้อให้เอง,1
วันนี้เลิกงานกลับบ้านเร็ว มีฉีดปลวก เราไม่ใช่ปลวก เราจึงต้องกลับบ้าน,0
สมเป็นหัวหน้าคนชั่ว,1
ก็คนมันอยากจะชนะมันพูดอะไรก็ได้อิเวรเจ้าภาพงานอ่ะ ขี้นกเป็นนกชี้ควยเป็นควยหมดแหละ เอาไปเลยทั้งเหรียญทองทั้งดอกทอง,1
แต่รบ ไหนที่ไม่แจกห่าแจกเหวอะไรเลยด่าทุกอันอ่ะ,0
ใช้เงินเก่งอีดอก กลัวตัวเองแบ้ว,0
เห็บหมานี่แม่งหายตัวได้รึไงวะ โอ้ยย เลี้ยงกะไม่ได้เลี้ยง หมา อ๊าก แล้วต้องเดินส่องตามพื้นห้อง อิเหี้ย,0
แปลกากๆประมาณว่าแบบ ขอโทษกับเรื่องที่เกิดขึ้นในวันนี้ เป็นเรื่องที่น่าอับอาย หวังว่าแฟนๆจะไม่ได้รับบาดเจ็บ,0
วันนี้ทหารครองเมืองลูกกระจ๊อกกร่างเป็นใหญ่มองไม่เห็นหัวประชาชนโดยเฉพาะอดีต ส ส บางพรรค วันหน้ามีเลือกตั้งดัดจริตมืออ่อน แทบคลานมากราบตีน,1
คนจัญไรคงเยอะเนอะฝนเลยตกหนักและน้ำท่วมกรุงเทพ ทางต่างระดับยมราช เลียนแบบประยุทธ์มา URL,1
อย่าเรียกว่ากุพวกเดียวกะมึงเรย ไม่ได้นับญาติทางไหน เสนียด,1
จะเอาพระสงฆ์มาอบรมการใช้สื่อโซเชียลนี่นะ ก่อนจะเอามาอบรม ไปบอกพระสงฆ์บางคนที่ถ่ายควยลงทวิตก่อน,1
เกิดมาพึ่งเคยเหนยุงตัวเท่าควาย สัส ไม่รู้จะสรรหาคำไหนมานิยามความใหญ่ของมุงดี,0
หน้าด้านเหมือนปูน ถ้าไม่เลิกด้าน กูจะเอาปูนโบกหีโบกควยพวกมึง เอาให้ขมิบไม่ได้เลยควย โบกรูตูดด้วยอีเหี้ย ไม่ต้องขี้ไม่ต้องเยี่ยว หมั่นไส้,1
ปากแดงไม่ได้แรดเสมอไปแต่บางคนที่ไม่พูดอะไรทำไมถึงแรดกว่า,1
คนบางคนนี่มันก็หน้าด้านไม่เลิกจริงๆ อย่างมึงมันไม่ใช่นิสัยละ มันคือสันดาน อีดอก,1
เกิดอะไรขึ้นกับผู้กูกูจะแช่งมึงพันชาติล้านชาติเลยคอยดู หนึ่งรอยขีดข่วนเท่ากับหนึ่งภพหนึ่งชาติ,1
ไม่ได้คิดจะแย่ง แต่แค่แอบแช่งให้เลิกกันไวๆ,1
เห็นการใช้ภาษาที่ไว้ด่าทอคนอื่นของคนนั้นแล้วรู้อะไรเยอะเลย รู้ยันพื้นฐานของอะไรบางอย่าง ต่ำ,1
ไม่ว่าสถานะทางสังคมจะสูงเพียงใด ก็ไม่อาจปิดกั้นความ ถ่อย เถื่อน ต่ำ ใด้,0
มีแต่สวะขยะความไม่เที่ยงแท้ ดไม่ต้องการอะไรนอกจากที่เคยขอ ดอยากมีชีวิตอยู่อย่างสงบสุขไม่อยากอยู่ในสังคมมายาปั้นหน้าใส่กันไปวันๆ,0
อยากส่งให้เสนียดดูจังจะได้รู้ว่าพูดไปละเพื่อนรู้สึกไง,1
เหตุผลทุกวันนี้ไม่กล้าไปหาหมอเพราะกลัว เชี่ย กากสัด,1
เบื่อประเทศดัดจริต แต่พอด่าแล้วมันจะต้องมีพวกเสนอหน้ามาบอกไม่ชอบก็ออกไป เสือกไร กูไม่ไป กูจะอยู่ ไล่กูก็ออกค่าตั๋วเครื่องบินให้กูด้วย อีควาย,1
วน หางานไว้หลายที่ แต่พอจะส่งใบสมัคร เสือกไม่ได้ซะงั้น,0
คือตั้งหัวข้อได้แบบว่างมากปะ ไปทำอย่างอื่นเหอะเสียเวลา นั่งวิเคราะห์อะไร บ้าบอ,0
ต้องอยู่ถึงเมื่อไหร่อะ เศรษฐกิจประเทศฉิบหายกันหมดแล้ว หัดเบิกตาดูบ้าง อยู่แต่ในกะลาของตัวเองอยู่ได้,1
เมื่อวานบ่นว่าอยากกินปูผัดผงกะหรี่ กับปลาหมึกผัดไข่เค็ม บลาๆ วันนี้คุณนายแม่ไลน์มาบอกว่าจัดให้แล้ว มนุษย์แม่นี่น่ารักจริงๆ,0
สถานที่ฝึกจิต เจริญสติ ระงับอารมณ์ที่ดี ไม่ใช่สถานปฏิบัติธรรมหรือเสถียรธรรมสถุลนะมึง เเต่มันคือสำนักงานเขตเเละกรมขนส่งเว่ย จบ,0
รอบอลนัดชิงวันอังคาร จะถล่มแม่งให้ไส้แตกเลย เจ้าภาพสวะแบบนี้,1
หมามีเห็บ ส่วนกุเนี่ยมีสิว เป็นเจ้ากรรมนายเวร อิสัสหยุดขึ้นสักที,0
ถ้ารู้ว่าตัวเองไม่ถนัดพวกงานขายละจะเอาตัวเองไปอยู่ทำเพื่อ บ้าปะ,0
เมื่อศีลธรรมต่ำตม ปัญหาสังคมก็จะตามมา อย่าเอาแต่ดัดจริตคิดอะไรตื้นๆสิคะ แล้วก็ไปหัดเขียนภาษาไทยให้ถูกหน่อยก็ดี วะว่ะยังสับสนเลย,1
อหเอ๊ย แมงดาด่าผู้ชายที่เกาะผู้หญิงแล้วผู้หญิงที่เกาะผู้ชายนี่เรียกว่าอะไร,1
จะงอแงก็ไม่รู้จะงอแงในสถานะเหี้ยไรได้อีกอะ,0
พวกคนที่ไม่เห็นค่าคนอื่นตอนที่เห็นอะไรดีกว่าก็คือเศษสวะดีๆนี่แหล่ะ ข้างในต่ำทราม,0
กลิ่นแมงดาโคตรเฟค แง ฉุนน,0
วันนี้ไปเจอสัตว์ตัวนึงมา พูดไม่รู้เรื่องเลย ถามไรไปก็ตอบแต่ ไร,0
อยากเป็นมิตรกับสัตว์ทุกตัวบนโลกเลยอะ,0
คนเหี้ยอุบาทว์ คือขนาดสิทธิ์กุต้องมาดูให้ ไม่มีคำว่าขอบคุณ สัสเอ้ย นู่นนี้กุต้องทำให้ทุกอย่าง เออ ดูแลตัวเองเองเนอะ สัส,1
สายตาเพิ่มจากเดิมอุบาทว์สัด จัลล้องเลยอีเหรี้ย URL,0
กูฆ่าสัตว์ปีกละ,0
ไม่หรอก หมาตอแหลอย่างมึงอ่ะสมควรแล้ว,1
สิวเม็ดเท่าเห็บหมา,0
ควยผอ ศาลอาญา ไม่ติดว่ากูฝึกงานอยู่กูด่ามึงกลับแล้ว สัส คิดว่าตัวเองมีตำแหน่งใหญ่แล้วจะมาขึ้นเสียงด่าใครก็ได้งั้นหรอว่ะ,1
จำไม่ได้ ทำไมต้องให้จำอะไรเยอะขนาดนี้ด้วย ที่อื่นเรียนเป็นเทอม ที่นี่เรียนคาบเดียว เปรต,1
ตื่นขึ้นมาพร้อมกับความสดชื่นของเงินในบัญชี มนุดเงินเดือนสัดๆ,0
รักกันนานๆ เลิกกันไวๆ ชิบหายจัญไร ตายไว โชคดี เย้,1
ด่าศาลกันสนุกปากเลยนะมึง คดีนี้น่าจะด่าทีมกฎหมายมากกว่านะ แต่จุดมุ่งหมายก็จะให้ด่าศาลอยู่แล้วหละ ถึงดื้ออุทธรณ์ถึงฎีกา ปั่นหัวพวกโง่ง่ายๆ,1
เลือกเพื่อนนี่ ต้องดูให้ดีแค่ไหนวะ คนไหนจริงใจคนไหนตอแหล,0
อยากกิน ไส้อั่ว กับ น้ำพริกหนุ่มแมงดา,0
บิ๊กไบค์ที่เร่งเครื่องใส่ตาที่ขับมอไซต์ตอนรถติดซิคแซคโครตลำบากแม่งโครตกากเลย มันไม่ได้ให้มึงดูเท่ขึ้นเลย กลับดูโครตสถุลด้วยซ้ำ,0
สังคมดัดจริต ที่ทุกๆคนมีประมวลกฎหมายของตัวเอง และพร้อมที่จะตัดสินคนอื่นที่ไม่เห็นด้วย aka สังคมไทย,1
ตอนให้เสนอก็แม่งไปกะหรี่ติดเมียอยู่ห้องอื่น พอเสนอเสร็จก็มาถามว่าทำไมไม่ทำแบบนี้ ควย URL,1
ดีชั่วอยู่ที่ตัวทำ สูงตำ่อยู่ที่เจ้ามือ,0
คิดได้ไง จัดวันพุธ ฆ่ากันชัดๆคือกะไม่ให้ไปหรอ งง,0
หัวควยครับผม สัส ควยย,0
ตอแหลไม่เนียน ไปเรียนมาใหม่เถอะ,0
อย่าชวนกูไปงานแต่งเลยห่าถ้ามึงแต่งวันนั้นวันนี้ แต่งห่าไรซ้ำๆซากๆ เกลียด มีลูกมีเต้ายังออกไปแรดๆ ทุเรศกูพูดเลยแย่มาก,1
ทวิตตั้งต้นไม่มีอะไรเลย แค่บอกว่าน้องๆชื่นชมการแสดงเฉยๆ อีพวกปลวกมาต่อความยาวทำให้มันผิดไปจากความหมายเดิมเยอะเลย ลำไย,1
ปกติจะไปแบบสัตว์โลก แต่ครั้งนี้เราจะไปแบบสัตว์สังคม,0
นี่ก็ตอแหลอีกคน ทำไมต้องโกหก ไม่ได้โง่ขนาดนั้นปะ,1
ชอบโกหก โกหกหาส้นตีน,1
ผู้ชายเจ้าชู้ก็เหมือนกับเห็บหมานั้นแหละ,1
งงคนประเภทนึงมาก ขนาดแม่เราเองยังไม่เอ่ยปากขอมานอนที่คอนโดเลยเพราะนางบอกว่ากลัวรบกวนเราเวลาเคลียน์งานดึก แต่นี่คือขอมานอนเลย อีหน้าด้าน,1
ขอสาปแช่งให้ลุงเหี้ยๆแบบมึงโดนรถชนตาย,1
เป็นเซเลปทวิตเตอร์จากการแสดงความคิดลบๆแสดงความแรงความถ่อยสถุล คิดว่าดีว่าดังแล้วหรอ ในชีวิตจริงของเธอมีคนสรรเสริญคุณงามความดีบ้างมั้ย,1
จะแช่งให้มึงไม่มีเงินจะแดก,0
ติ่งที่ชอบไปด่าหยาบคลายบ้านอื่นขอให้เห็นแก่หน้า ศลป ที่ติ่งบอกว่ารักด้วยนะนี้แหละที่จะทำให้ ศลป ตกต่ำอย่างมากเลยเวรกรรมนะมีติ่งแบบนี้,0
สัส มึงหย่อนถุงอะไร๊ โอ้ย ประสาทแดกกับติ่งประเทศนี้โคตร,1
สวยไม่คงที่ กะหรี่สิคงทน,0
กูเป็นคนภูมิ ต้าน ทาน ต่ำ เห็นอะไรมันเลยอดทานไม่ได้ — รู้สึกชิลล์,0
พนักงานบริการเเย่มาก อยู่กันเป็นกระจุกเหมือนเห็บหมา หน้าตาไม่รับเขก ขี้นินทาอีกตะหากก,1
อิเมท มึงโง่รึมึงโง่ บอกอย่าปิดประตูสองบานพร้อมกัน คุณมึงก็เลื่อนทีละบานแต่เอามาซ้อนกัน จ่ะ อิดอก,1
หัวควยอีสัด แม่มึงสอนให้เป็นคนงี้หรอ อีส้นตีน,1
เบียร์ห้าป๋องกูก็อ้วกใส่แปรงผักแล้วค่ะ สัส,0
ชาติหน้าเกิดเป็นเห็บได้ปะ ตายง่ายดี,0
มีบอกถ้าคบกับเพื่อนกูละค่อยเลิกกับผัวทีหลังก็ได้ เอิ่ม พีคไปอีก เพื่อนกูคงโง่ให้มึงหลอกควงม้าง อีเปรต,1
สาปแช่งทุกคนที่เผาหญ้าตอนกลางคืน กลิ่นควันเข้าบ้าน นี่ก็หลอน ต้องเดินตามดู ว่าบ้านกุไฟไหม้ตรงไหนรึเปล่า,0
เมื่อคืนฝันว่าอยากผอมก้ได้ผอมแต่แลกกับการที่หน้าใหญ่ขึ้น เห็นตัวเองในฝันละโคตรทุเรศ,0
จริงๆเป็นคนเฉยๆนะ ไม่รู้อะไรแล้วมาด่ากูนี่ ระวังกูตอกหน้าหงายนะ พวกเห็บ,1
อ้าวอีหอก เรียนพยาบาลมาสามปี จะเข้าราชการตามที่แม่บอก สุดท้ายรัฐบาลไม่ให้พยาบาลบรรจุ เป็นใครก้ไม่อยากอยู่หรอกค่ะ เหมือนโดนทิ้งตรงปากเหวอ่ะ,1
อส คนจะแพ้อะไรมันมีเวลามาดัดจริตเหรอวะ ผดผื่นที่ผุดขึ้นนี่ก็ดัดจริตถูกมะ สวัสดีจ้าผื่นเอง ผุดตามความดัดจริตของร่างกายจ้า งี้เหรออีดก,0
กะว่าจะเป็นแมงดาไปตลอดชีวิตซะ,1
สลิ่มถ่อยสมองเท่าหอยหมา URL,1
แล้วท่านจะพบกันความกากของสกิลวาดรูปเราค่ะ อวดไว้ก่อน,0
จราจรไทยเป็นอะไรที่โครตเหี้ย ปล่อยไฟเขียว ไฟแดงไม่เมคเซนท์สักครั้ง แดง นาที เขียว วิงี้ สัส งง,1
ช่วงล่าแม่มดหรอ เอาจริงๆนะถ้าเราจะไม่ชอบใครสักคนเป็นเพราะตัวเราเองไม่ใช่การชักจูงจากคนอื่นอ่ะ เห็นเขาแหกกันเราก็เสือกไปเงียบๆพอ,0
เสือกอย่างมีคุณภาพนะคะ อย่าสักแต่ว่าเอาสนุก ใครดีก็ชมใครทำไม่ถูกก็ไปขัดๆมันหน่อย,0
รักการ์ตูนที่สุดเเสนจะจัญไร มอร์ตี้ กับ คุณตานักวิทยาศาสตร์,1
เมื่อก่อนผมปกป้องคุณแทบตายเป็นห่วงแทบตายพยายามเป็นที่ปรึกษาที่ดี แต่ในเมื่อสันดานคนมันเริ่มออกมาแล้วที่ผ่านมาก็ขอให้เป็นลมปากของผมแล้วกัน,0
เมื่อไหร่ตรูจะหลุดพ้นจากงานแลป อยากอ่านหนังสือสอบแล้วโว้ย นอนห้าชั่วโมงทุกวัน ตอนเช้าไม่อาบน้ำ อุบาทว์ตัวเอง,0
ทุเรศมากอ่ะ น่าเงินแบบขั้นสุด คือกูมีเงินไปอ่ะใช่ แต่นี่คือสิ่งที่ได้เหรอ ขนาดนี่เป็นเงินตัวเองยังเสียดายละเด็กๆที่ยังเรียนอยู่ละ อีเวร,1
ขาใหญ่แบบทุเรศมากโอ้ยกูเครียด,0
เจอข้อสอบชอบเป็นควาย เจอผู้ชายต้องเป็นเเรด,0
ไอเรื่องชั่วที่เราเคยทำส่วนใหญ่เขารู้หมดแหละแต่แค่เขาไม่พูด ให้คิดเองโตแล้ว,0
เกาะน้องเราเป็นเห็บเลยนะ ขยะแขยง,1
ยังจะหน้าด้านอยู่ได้ เค้าไม่เห็นค่ามึงแล้ว มึงมันหมดประโยชน์แล้ว,1
ฉันไม่รู้ว่าแกต้องการอะไร แต่ถ้าเมมเบอร์หรือใครสักคนเป็นอะไรฉันขอแช่งให้ชีวิตแกเหมือนลงนรกทุกๆวัน ดีดดิ้นแล้วก็จมความเกลียดของตัวเองตายไปซะ,1
